customerid,invoicedate,invoicenumber,productid,quantity,price,total,orderstatus,sessionduration,deliveryrating,productrating,sales,payment_method,avg_price_per_product,customer_satisfaction_index
8361,3/3/2021,24248196,98,2,85.04,170.08,Completed,2.48,4,5,170.08,PayPal,85.04,765.36
6144,3/3/2021,41018758,99,1,36.83,36.83,Completed,1.97,4,2,36.83,PayPal,36.83,110.49
9857,3/4/2021,82668334,15,3,6.32,18.96,Completed,2.94,5,3,18.96,Credit Card,6.32,75.84
7930,3/4/2021,77348143,36,3,48.16,144.48,In Process,8.91,0,0,0,PayPal,48.16,0
7930,3/4/2021,77348143,36,3,48.16,144.48,In Process,8.91,0,0,0,PayPal,48.16,0
7930,3/4/2021,77348143,36,3,48.16,144.48,In Process,8.91,0,0,0,PayPal,48.16,0
7930,3/1/2022,59374495,34,1,48.24,48.24,Cancelled,7.66,0,0,0,Credit Card,48.24,0
7930,3/1/2022,59374495,34,1,48.24,48.24,Cancelled,7.66,0,0,0,Credit Card,48.24,0
7930,3/1/2022,59374495,34,1,48.24,48.24,Cancelled,7.66,0,0,0,Credit Card,48.24,0
7930,10/21/2023,52037663,17,3,18.86,56.58,Completed,7.02,5,4,56.58,Credit Card,18.86,254.61
7930,10/21/2023,52037663,17,3,18.86,56.58,Completed,7.02,5,4,56.58,Credit Card,18.86,254.61
7930,10/21/2023,52037663,17,3,18.86,56.58,Completed,7.02,5,4,56.58,Credit Card,18.86,254.61
8544,3/6/2021,18483238,21,3,98.91,296.73,Completed,7.12,5,5,296.73,PayPal,98.91,1483.65
6184,3/6/2021,68476845,86,3,93.47,280.41,In Process,2,0,0,0,Credit Card,93.47,0
8988,3/7/2021,70648730,99,1,36.83,36.83,In Process,3.37,0,0,0,Credit Card,36.83,0
7962,3/8/2021,12962663,63,2,57.12,114.24,Completed,1.23,4,5,114.24,PayPal,57.12,514.08
7962,3/8/2021,12962663,63,2,57.12,114.24,Completed,1.23,4,5,114.24,PayPal,57.12,514.08
7962,1/14/2022,22985555,51,1,50.59,50.59,In Process,1.21,0,0,0,PayPal,50.59,0
7962,1/14/2022,22985555,51,1,50.59,50.59,In Process,1.21,0,0,0,PayPal,50.59,0
6732,3/9/2021,56365339,17,3,18.86,56.58,Completed,9.8,5,4,56.58,PayPal,18.86,254.61
6732,3/9/2021,56365339,17,3,18.86,56.58,Completed,9.8,5,4,56.58,PayPal,18.86,254.61
6732,9/11/2023,11962384,50,3,50.71,152.13,Completed,8.78,3,4,152.13,PayPal,50.71,532.455
6732,9/11/2023,11962384,50,3,50.71,152.13,Completed,8.78,3,4,152.13,PayPal,50.71,532.455
1156,3/9/2021,62239579,95,1,50.48,50.48,In Process,7.35,0,0,0,Bank Transfer,50.48,0
7643,3/10/2021,71933136,92,1,58.5,58.5,Completed,9.88,3,5,58.5,PayPal,58.5,234
7643,3/10/2021,71933136,92,1,58.5,58.5,Completed,9.88,3,5,58.5,PayPal,58.5,234
7643,7/19/2021,23241761,94,3,17.63,52.89,In Process,3.97,0,0,0,Crypto,17.63,0
7643,7/19/2021,23241761,94,3,17.63,52.89,In Process,3.97,0,0,0,Crypto,17.63,0
7213,3/11/2021,35781389,41,2,32.33,64.66,Cancelled,0.24,0,0,0,Bank Transfer,32.33,0
3722,3/11/2021,67741832,13,1,41.29,41.29,Completed,4.77,5,5,41.29,Credit Card,41.29,206.45
3722,3/11/2021,67741832,13,1,41.29,41.29,Completed,4.77,5,5,41.29,Credit Card,41.29,206.45
3722,10/12/2022,52289649,78,3,19.66,58.98,Completed,5.02,5,4,58.98,Crypto,19.66,265.41
3722,10/12/2022,52289649,78,3,19.66,58.98,Completed,5.02,5,4,58.98,Crypto,19.66,265.41
8198,3/12/2021,99023867,81,1,52.96,52.96,Cancelled,1.36,0,0,0,PayPal,52.96,0
4033,3/12/2021,71262219,92,1,58.5,58.5,Completed,9.25,5,4,58.5,Bank Transfer,58.5,263.25
4524,3/13/2021,64597140,25,1,11.29,11.29,Completed,1.32,5,4,11.29,PayPal,11.29,50.805
9785,3/13/2021,48148893,18,2,1.97,3.94,Completed,1.65,5,4,3.94,Bank Transfer,1.97,17.73
7063,3/13/2021,12465776,23,3,95.72,287.16,Completed,2.4,5,5,287.16,Credit Card,95.72,1435.8
3982,3/14/2021,97539087,39,3,41.61,124.83,Completed,0.47,5,2,124.83,Crypto,41.61,436.905
4043,3/14/2021,83872827,87,3,50.56,151.68,Completed,7.12,5,5,151.68,PayPal,50.56,758.4
6300,3/15/2021,84734447,10,2,19.34,38.68,Completed,7.33,5,5,38.68,Credit Card,19.34,193.4
1665,3/15/2021,37973689,84,3,32.88,98.64,Completed,2.56,5,5,98.64,Credit Card,32.88,493.2
8446,3/16/2021,95878461,99,2,36.83,73.66,Completed,2.98,5,5,73.66,Credit Card,36.83,368.3
8446,3/16/2021,95878461,99,2,36.83,73.66,Completed,2.98,5,5,73.66,Credit Card,36.83,368.3
8446,8/20/2022,81511071,66,2,56.01,112.02,Returned,4.52,0,0,0,Bank Transfer,56.01,0
8446,8/20/2022,81511071,66,2,56.01,112.02,Returned,4.52,0,0,0,Bank Transfer,56.01,0
3054,3/16/2021,65543293,38,2,26.03,52.06,Completed,2.15,5,5,52.06,Bank Transfer,26.03,260.3
6870,3/16/2021,54794400,30,1,6.08,6.08,Completed,2.5,5,3,6.08,Crypto,6.08,24.32
9594,3/17/2021,39049113,60,3,91.28,273.84,In Process,0.61,0,0,0,Crypto,91.28,0
9594,3/17/2021,39049113,60,3,91.28,273.84,In Process,0.61,0,0,0,Crypto,91.28,0
9594,11/3/2023,99751486,97,1,56.74,56.74,Completed,7.17,5,2,56.74,Credit Card,56.74,198.59
9594,11/3/2023,99751486,97,1,56.74,56.74,Completed,7.17,5,2,56.74,Credit Card,56.74,198.59
7641,3/18/2021,21853775,86,1,93.47,93.47,Completed,4.69,5,5,93.47,Credit Card,93.47,467.35
2267,3/19/2021,83115969,67,3,17.22,51.66,Completed,0.3,4,5,51.66,PayPal,17.22,232.47
2267,3/19/2021,83115969,67,3,17.22,51.66,Completed,0.3,4,5,51.66,PayPal,17.22,232.47
2267,3/19/2021,83115969,67,3,17.22,51.66,Completed,0.3,4,5,51.66,PayPal,17.22,232.47
2267,5/20/2022,62645403,25,2,11.29,22.58,Completed,1.68,5,4,22.58,Credit Card,11.29,101.61
2267,5/20/2022,62645403,25,2,11.29,22.58,Completed,1.68,5,4,22.58,Credit Card,11.29,101.61
2267,5/20/2022,62645403,25,2,11.29,22.58,Completed,1.68,5,4,22.58,Credit Card,11.29,101.61
2267,9/16/2023,87736772,70,2,63.88,127.76,Cancelled,5.84,0,0,0,PayPal,63.88,0
2267,9/16/2023,87736772,70,2,63.88,127.76,Cancelled,5.84,0,0,0,PayPal,63.88,0
2267,9/16/2023,87736772,70,2,63.88,127.76,Cancelled,5.84,0,0,0,PayPal,63.88,0
7381,3/19/2021,79598882,79,3,33.28,99.84,Completed,0.19,5,5,99.84,Bank Transfer,33.28,499.2
4474,3/19/2021,13818320,73,1,30.57,30.57,Completed,1.73,3,5,30.57,Credit Card,30.57,122.28
1279,3/21/2021,59123689,67,3,17.22,51.66,Completed,5.62,4,5,51.66,Credit Card,17.22,232.47
9847,3/21/2021,48425307,19,2,13.2,26.4,Completed,1.41,5,2,26.4,Bank Transfer,13.2,92.4
9847,3/21/2021,48425307,19,2,13.2,26.4,Completed,1.41,5,2,26.4,Bank Transfer,13.2,92.4
9847,10/20/2022,94348294,31,1,43.5,43.5,Completed,8.37,4,4,43.5,Bank Transfer,43.5,174
9847,10/20/2022,94348294,31,1,43.5,43.5,Completed,8.37,4,4,43.5,Bank Transfer,43.5,174
1577,3/22/2021,63821917,27,3,72.93,218.79,Completed,6.76,5,4,218.79,PayPal,72.93,984.555
1577,3/22/2021,63821917,27,3,72.93,218.79,Completed,6.76,5,4,218.79,PayPal,72.93,984.555
1577,12/24/2021,87109212,61,1,70.34,70.34,Returned,3.53,0,0,0,Credit Card,70.34,0
1577,12/24/2021,87109212,61,1,70.34,70.34,Returned,3.53,0,0,0,Credit Card,70.34,0
5193,3/23/2021,68676799,93,2,67.46,134.92,Cancelled,4.11,0,0,0,PayPal,67.46,0
4708,3/24/2021,39341351,26,1,34.43,34.43,Completed,8.75,4,4,34.43,Credit Card,34.43,137.72
1695,3/24/2021,53638550,40,3,89.85,269.55,Completed,1.18,5,5,269.55,Crypto,89.85,1347.75
2780,3/24/2021,55642460,90,2,21.51,43.02,In Process,6.62,0,0,0,Bank Transfer,21.51,0
7451,3/24/2021,19966292,43,1,30.66,30.66,In Process,4.63,0,0,0,PayPal,30.66,0
7451,3/24/2021,19966292,43,1,30.66,30.66,In Process,4.63,0,0,0,PayPal,30.66,0
7451,7/11/2021,55892653,96,1,36.96,36.96,Cancelled,5.63,0,0,0,Bank Transfer,36.96,0
7451,7/11/2021,55892653,96,1,36.96,36.96,Cancelled,5.63,0,0,0,Bank Transfer,36.96,0
6375,3/24/2021,48884637,98,3,85.04,255.12,Completed,7.25,5,5,255.12,Crypto,85.04,1275.6
4160,3/25/2021,83788352,90,1,21.51,21.51,In Process,0.51,0,0,0,Credit Card,21.51,0
4160,3/25/2021,83788352,90,1,21.51,21.51,In Process,0.51,0,0,0,Credit Card,21.51,0
4160,7/28/2022,47157918,21,2,98.91,197.82,Completed,2.29,3,4,197.82,Crypto,98.91,692.37
4160,7/28/2022,47157918,21,2,98.91,197.82,Completed,2.29,3,4,197.82,Crypto,98.91,692.37
8347,3/25/2021,43334883,100,1,98.59,98.59,In Process,3.42,0,0,0,Bank Transfer,98.59,0
3626,3/26/2021,12540087,21,1,98.91,98.91,Completed,9.44,5,5,98.91,Bank Transfer,98.91,494.55
9498,3/26/2021,22433108,90,3,21.51,64.53,Completed,0.79,4,4,64.53,Credit Card,21.51,258.12
2448,3/27/2021,62163160,13,3,41.29,123.87,In Process,7.55,0,0,0,Bank Transfer,41.29,0
2258,3/27/2021,44003093,17,1,18.86,18.86,Returned,8.38,0,0,0,Crypto,18.86,0
2964,3/28/2021,74734505,57,2,13.08,26.16,In Process,6.72,0,0,0,PayPal,13.08,0
2964,3/28/2021,74734505,57,2,13.08,26.16,In Process,6.72,0,0,0,PayPal,13.08,0
2964,5/1/2022,91381387,73,1,30.57,30.57,Completed,8.2,4,5,30.57,Crypto,30.57,137.565
2964,5/1/2022,91381387,73,1,30.57,30.57,Completed,8.2,4,5,30.57,Crypto,30.57,137.565
1873,3/29/2021,53928701,8,3,67.18,201.54,Cancelled,9.01,0,0,0,Crypto,67.18,0
6717,3/30/2021,47528146,74,1,33.51,33.51,Completed,9.61,4,3,33.51,Bank Transfer,33.51,117.285
6717,3/30/2021,47528146,74,1,33.51,33.51,Completed,9.61,4,3,33.51,Bank Transfer,33.51,117.285
6717,5/18/2022,34544384,14,2,89.76,179.52,Completed,5.66,5,3,179.52,Credit Card,89.76,718.08
6717,5/18/2022,34544384,14,2,89.76,179.52,Completed,5.66,5,3,179.52,Credit Card,89.76,718.08
9829,3/30/2021,71060225,16,3,39.33,117.99,Completed,6.63,4,5,117.99,PayPal,39.33,530.955
2467,3/30/2021,83111462,82,2,5.82,11.64,In Process,3.26,0,0,0,PayPal,5.82,0
9564,3/31/2021,71254248,23,1,95.72,95.72,Completed,5.92,5,4,95.72,PayPal,95.72,430.74
9777,4/1/2021,58412693,82,2,5.82,11.64,Completed,9.08,4,3,11.64,PayPal,5.82,40.74
5160,4/1/2021,21839835,1,2,81.91,163.82,Completed,8.57,5,5,163.82,Bank Transfer,81.91,819.1
6656,4/2/2021,30621770,52,3,20.15,60.45,Completed,3.67,5,3,60.45,Bank Transfer,20.15,241.8
5818,4/2/2021,17524212,40,1,89.85,89.85,Completed,5.9,3,4,89.85,Credit Card,89.85,314.475
5818,4/2/2021,17524212,40,1,89.85,89.85,Completed,5.9,3,4,89.85,Credit Card,89.85,314.475
5818,1/18/2023,39104466,26,3,34.43,103.29,Completed,1.52,5,5,103.29,PayPal,34.43,516.45
5818,1/18/2023,39104466,26,3,34.43,103.29,Completed,1.52,5,5,103.29,PayPal,34.43,516.45
4811,4/3/2021,83814977,29,1,1.91,1.91,Cancelled,1.57,0,0,0,Bank Transfer,1.91,0
5136,4/3/2021,87599192,36,2,48.16,96.32,Completed,10,5,5,96.32,Credit Card,48.16,481.6
5700,4/4/2021,36499986,41,3,32.33,96.99,Completed,3.46,5,4,96.99,PayPal,32.33,436.455
3748,4/5/2021,17541230,73,2,30.57,61.14,In Process,4.02,0,0,0,Crypto,30.57,0
9643,4/5/2021,80602719,90,3,21.51,64.53,Completed,6.87,4,4,64.53,Bank Transfer,21.51,258.12
1733,4/6/2021,45161490,92,2,58.5,117,In Process,0.33,0,0,0,Crypto,58.5,0
1733,4/6/2021,45161490,92,2,58.5,117,In Process,0.33,0,0,0,Crypto,58.5,0
1733,4/6/2021,45161490,92,2,58.5,117,In Process,0.33,0,0,0,Crypto,58.5,0
1733,1/24/2022,60098256,56,2,87.34,174.68,Completed,5.18,5,4,174.68,Credit Card,87.34,786.06
1733,1/24/2022,60098256,56,2,87.34,174.68,Completed,5.18,5,4,174.68,Credit Card,87.34,786.06
1733,1/24/2022,60098256,56,2,87.34,174.68,Completed,5.18,5,4,174.68,Credit Card,87.34,786.06
1733,2/5/2023,70501582,58,3,74.55,223.65,Completed,7.4,3,5,223.65,Credit Card,74.55,894.6
1733,2/5/2023,70501582,58,3,74.55,223.65,Completed,7.4,3,5,223.65,Credit Card,74.55,894.6
1733,2/5/2023,70501582,58,3,74.55,223.65,Completed,7.4,3,5,223.65,Credit Card,74.55,894.6
3172,4/6/2021,36054894,87,1,50.56,50.56,Completed,9.63,5,4,50.56,PayPal,50.56,227.52
6397,4/6/2021,65210345,45,1,3.67,3.67,Cancelled,5.21,0,0,0,PayPal,3.67,0
3321,4/9/2021,41015094,71,1,57.53,57.53,Completed,9.26,4,4,57.53,PayPal,57.53,230.12
4144,4/9/2021,22257719,14,3,89.76,269.28,Completed,6.54,5,3,269.28,Crypto,89.76,1077.12
4144,4/9/2021,22257719,14,3,89.76,269.28,Completed,6.54,5,3,269.28,Crypto,89.76,1077.12
4144,5/1/2021,36216681,48,2,31.26,62.52,Completed,1.92,4,3,62.52,Bank Transfer,31.26,218.82
4144,5/1/2021,36216681,48,2,31.26,62.52,Completed,1.92,4,3,62.52,Bank Transfer,31.26,218.82
4427,4/10/2021,51262172,9,3,73.83,221.49,Completed,6.36,5,3,221.49,PayPal,73.83,885.96
6481,4/11/2021,51814978,85,2,68.31,136.62,Completed,6.76,5,5,136.62,PayPal,68.31,683.1
2565,4/11/2021,60544695,65,1,38.95,38.95,In Process,6.7,0,0,0,Bank Transfer,38.95,0
2602,4/12/2021,68204970,57,2,13.08,26.16,In Process,5.94,0,0,0,Crypto,13.08,0
9805,4/13/2021,38184392,24,3,99.58,298.74,In Process,0.51,0,0,0,PayPal,99.58,0
4773,4/15/2021,89635492,11,3,4.31,12.93,Completed,1,3,5,12.93,PayPal,4.31,51.72
4773,4/15/2021,89635492,11,3,4.31,12.93,Completed,1,3,5,12.93,PayPal,4.31,51.72
4773,10/30/2022,93203823,63,2,57.12,114.24,In Process,0.19,0,0,0,PayPal,57.12,0
4773,10/30/2022,93203823,63,2,57.12,114.24,In Process,0.19,0,0,0,PayPal,57.12,0
7895,4/15/2021,27185422,96,1,36.96,36.96,Completed,1.3,5,3,36.96,Crypto,36.96,147.84
6751,4/15/2021,74852259,75,1,32.34,32.34,Completed,4.82,4,5,32.34,Crypto,32.34,145.53
5021,4/16/2021,14718704,46,1,9.88,9.88,Completed,7.23,5,5,9.88,Bank Transfer,9.88,49.4
9029,4/17/2021,25456136,85,1,68.31,68.31,Completed,0.93,2,5,68.31,Bank Transfer,68.31,239.085
9570,4/17/2021,80817997,24,3,99.58,298.74,Completed,2.32,3,5,298.74,PayPal,99.58,1194.96
9570,4/17/2021,80817997,24,3,99.58,298.74,Completed,2.32,3,5,298.74,PayPal,99.58,1194.96
9570,4/24/2021,65549278,46,2,9.88,19.76,Completed,4.21,3,4,19.76,Credit Card,9.88,69.16
9570,4/24/2021,65549278,46,2,9.88,19.76,Completed,4.21,3,4,19.76,Credit Card,9.88,69.16
1706,4/18/2021,32517657,34,2,48.24,96.48,Cancelled,5.4,0,0,0,Crypto,48.24,0
2677,4/18/2021,98276037,51,2,50.59,101.18,Completed,0.76,5,3,101.18,PayPal,50.59,404.72
3968,4/19/2021,20460420,38,2,26.03,52.06,Completed,5.01,5,5,52.06,PayPal,26.03,260.3
9866,4/20/2021,66663036,15,2,6.32,12.64,Completed,6.93,3,3,12.64,Credit Card,6.32,37.92
6189,4/20/2021,89818926,62,2,81.46,162.92,Completed,6.49,5,3,162.92,PayPal,81.46,651.68
1610,4/21/2021,12831717,69,1,96.47,96.47,Completed,9.98,2,4,96.47,Crypto,96.47,289.41
5489,4/22/2021,92882529,61,1,70.34,70.34,Completed,4.06,3,4,70.34,Credit Card,70.34,246.19
4958,4/22/2021,61368102,75,2,32.34,64.68,In Process,0.61,0,0,0,Credit Card,32.34,0
4958,4/22/2021,61368102,75,2,32.34,64.68,In Process,0.61,0,0,0,Credit Card,32.34,0
4958,11/1/2023,79560599,7,1,59.68,59.68,Completed,7.15,5,5,59.68,Credit Card,59.68,298.4
4958,11/1/2023,79560599,7,1,59.68,59.68,Completed,7.15,5,5,59.68,Credit Card,59.68,298.4
6104,4/23/2021,92146389,65,2,38.95,77.9,Cancelled,7.02,0,0,0,Crypto,38.95,0
5622,4/24/2021,85823561,90,3,21.51,64.53,Completed,2.71,4,4,64.53,Bank Transfer,21.51,258.12
1189,4/25/2021,65801965,31,2,43.5,87,Completed,4.28,3,1,87,Bank Transfer,43.5,174
1189,4/25/2021,65801965,31,2,43.5,87,Completed,4.28,3,1,87,Bank Transfer,43.5,174
1189,7/11/2022,41938969,23,3,95.72,287.16,Completed,3.24,5,3,287.16,Crypto,95.72,1148.64
1189,7/11/2022,41938969,23,3,95.72,287.16,Completed,3.24,5,3,287.16,Crypto,95.72,1148.64
5103,4/26/2021,17973309,72,3,3.55,10.65,Completed,6.19,4,5,10.65,PayPal,3.55,47.925
2752,4/26/2021,61727419,64,2,35.23,70.46,Cancelled,5.18,0,0,0,Credit Card,35.23,0
2752,4/26/2021,61727419,64,2,35.23,70.46,Cancelled,5.18,0,0,0,Credit Card,35.23,0
2752,3/4/2022,60113245,30,2,6.08,12.16,Completed,8.52,4,4,12.16,Crypto,6.08,48.64
2752,3/4/2022,60113245,30,2,6.08,12.16,Completed,8.52,4,4,12.16,Crypto,6.08,48.64
4903,4/27/2021,56255067,99,3,36.83,110.49,Cancelled,3.33,0,0,0,Crypto,36.83,0
4903,4/27/2021,56255067,99,3,36.83,110.49,Cancelled,3.33,0,0,0,Crypto,36.83,0
4903,5/18/2023,75384289,6,3,8.07,24.21,Completed,4.04,5,3,24.21,PayPal,8.07,96.84
4903,5/18/2023,75384289,6,3,8.07,24.21,Completed,4.04,5,3,24.21,PayPal,8.07,96.84
3604,4/28/2021,84745305,64,1,35.23,35.23,Cancelled,6.04,0,0,0,Credit Card,35.23,0
3647,4/29/2021,60731274,74,3,33.51,100.53,Cancelled,2.44,0,0,0,Credit Card,33.51,0
1278,4/29/2021,52762037,15,1,6.32,6.32,Completed,5.83,4,5,6.32,Crypto,6.32,28.44
4636,4/30/2021,97643659,70,3,63.88,191.64,Cancelled,0.46,0,0,0,PayPal,63.88,0
8103,4/30/2021,65442652,97,2,56.74,113.48,Completed,1.52,3,5,113.48,Credit Card,56.74,453.92
7316,5/2/2021,12716278,50,2,50.71,101.42,Completed,6.17,5,4,101.42,Crypto,50.71,456.39
7316,5/2/2021,12716278,50,2,50.71,101.42,Completed,6.17,5,4,101.42,Crypto,50.71,456.39
7316,6/5/2021,76954231,19,1,13.2,13.2,Completed,7.72,5,5,13.2,PayPal,13.2,66
7316,6/5/2021,76954231,19,1,13.2,13.2,Completed,7.72,5,5,13.2,PayPal,13.2,66
2680,5/2/2021,32770257,40,2,89.85,179.7,Completed,8.76,5,4,179.7,Bank Transfer,89.85,808.65
2680,5/2/2021,32770257,40,2,89.85,179.7,Completed,8.76,5,4,179.7,Bank Transfer,89.85,808.65
2680,7/22/2022,39181760,50,3,50.71,152.13,In Process,6.67,0,0,0,Crypto,50.71,0
2680,7/22/2022,39181760,50,3,50.71,152.13,In Process,6.67,0,0,0,Crypto,50.71,0
8859,5/3/2021,64937640,67,3,17.22,51.66,Completed,1.92,5,2,51.66,Bank Transfer,17.22,180.81
8859,5/3/2021,64937640,67,3,17.22,51.66,Completed,1.92,5,2,51.66,Bank Transfer,17.22,180.81
8859,5/1/2023,76251134,34,3,48.24,144.72,In Process,2.86,0,0,0,Credit Card,48.24,0
8859,5/1/2023,76251134,34,3,48.24,144.72,In Process,2.86,0,0,0,Credit Card,48.24,0
3442,5/3/2021,57158016,7,3,59.68,179.04,Completed,1.1,5,4,179.04,Credit Card,59.68,805.68
7361,5/4/2021,57962705,26,3,34.43,103.29,Completed,1.7,5,4,103.29,PayPal,34.43,464.805
6020,5/4/2021,25851567,8,3,67.18,201.54,Completed,3.47,4,4,201.54,PayPal,67.18,806.16
6020,5/4/2021,25851567,8,3,67.18,201.54,Completed,3.47,4,4,201.54,PayPal,67.18,806.16
6020,8/21/2022,84329105,27,3,72.93,218.79,Completed,4.66,5,4,218.79,Bank Transfer,72.93,984.555
6020,8/21/2022,84329105,27,3,72.93,218.79,Completed,4.66,5,4,218.79,Bank Transfer,72.93,984.555
5546,5/5/2021,67293041,48,3,31.26,93.78,Completed,9.81,5,5,93.78,Credit Card,31.26,468.9
4935,5/5/2021,47792605,17,1,18.86,18.86,Completed,5.15,4,4,18.86,Credit Card,18.86,75.44
6639,5/6/2021,49241809,11,2,4.31,8.62,Completed,9.69,5,3,8.62,PayPal,4.31,34.48
8543,5/6/2021,20932316,56,2,87.34,174.68,Completed,8.91,4,5,174.68,Credit Card,87.34,786.06
3545,5/6/2021,66497862,31,3,43.5,130.5,Completed,3.26,4,4,130.5,Bank Transfer,43.5,522
9846,5/6/2021,38273718,50,2,50.71,101.42,Completed,9.32,4,5,101.42,PayPal,50.71,456.39
9613,5/6/2021,62660742,20,2,81.89,163.78,In Process,4.22,0,0,0,Crypto,81.89,0
4819,5/7/2021,27036221,66,1,56.01,56.01,Completed,3.88,3,5,56.01,PayPal,56.01,224.04
8564,5/8/2021,74398253,65,1,38.95,38.95,Completed,8.18,5,5,38.95,Credit Card,38.95,194.75
6944,5/8/2021,19851496,67,3,17.22,51.66,Completed,0.32,5,5,51.66,Crypto,17.22,258.3
9962,5/8/2021,80017672,23,1,95.72,95.72,Completed,8.27,5,5,95.72,Crypto,95.72,478.6
9641,5/10/2021,21251355,22,1,41.48,41.48,Completed,3.61,5,4,41.48,Credit Card,41.48,186.66
4121,5/11/2021,88145286,98,3,85.04,255.12,Cancelled,1.38,0,0,0,Credit Card,85.04,0
3156,5/12/2021,97249396,99,1,36.83,36.83,Completed,2.31,3,5,36.83,PayPal,36.83,147.32
3156,5/12/2021,97249396,99,1,36.83,36.83,Completed,2.31,3,5,36.83,PayPal,36.83,147.32
3156,4/27/2023,93782187,45,1,3.67,3.67,Completed,3.76,5,5,3.67,PayPal,3.67,18.35
3156,4/27/2023,93782187,45,1,3.67,3.67,Completed,3.76,5,5,3.67,PayPal,3.67,18.35
1565,5/12/2021,64688995,44,1,52.78,52.78,Completed,9.15,4,5,52.78,Credit Card,52.78,237.51
1565,5/12/2021,64688995,44,1,52.78,52.78,Completed,9.15,4,5,52.78,Credit Card,52.78,237.51
1565,8/5/2022,45822338,98,3,85.04,255.12,In Process,2.52,0,0,0,Credit Card,85.04,0
1565,8/5/2022,45822338,98,3,85.04,255.12,In Process,2.52,0,0,0,Credit Card,85.04,0
7628,5/13/2021,55979383,71,3,57.53,172.59,Completed,3.06,5,3,172.59,Credit Card,57.53,690.36
7628,5/13/2021,55979383,71,3,57.53,172.59,Completed,3.06,5,3,172.59,Credit Card,57.53,690.36
7628,8/3/2021,97457871,20,2,81.89,163.78,Completed,7.65,5,5,163.78,Credit Card,81.89,818.9
7628,8/3/2021,97457871,20,2,81.89,163.78,Completed,7.65,5,5,163.78,Credit Card,81.89,818.9
2823,5/14/2021,92621391,28,2,5.32,10.64,Completed,3.67,3,5,10.64,Crypto,5.32,42.56
2298,5/14/2021,77321278,40,1,89.85,89.85,Returned,9.08,0,0,0,Credit Card,89.85,0
4267,5/14/2021,86471145,12,2,86.11,172.22,Cancelled,6.95,0,0,0,PayPal,86.11,0
7103,5/15/2021,28379389,57,2,13.08,26.16,Completed,2.88,5,5,26.16,Bank Transfer,13.08,130.8
4642,5/15/2021,56078670,67,1,17.22,17.22,Completed,8.67,5,3,17.22,Bank Transfer,17.22,68.88
3483,5/16/2021,86448424,37,1,11.5,11.5,Cancelled,7.02,0,0,0,PayPal,11.5,0
2347,5/16/2021,37090150,98,1,85.04,85.04,In Process,9.63,0,0,0,Crypto,85.04,0
2835,5/17/2021,22455498,83,3,1.22,3.66,Cancelled,7.71,0,0,0,Bank Transfer,1.22,0
4647,5/17/2021,94417532,68,1,32.68,32.68,Completed,6.54,3,5,32.68,Bank Transfer,32.68,130.72
3581,5/20/2021,20850641,83,3,1.22,3.66,Completed,6.42,2,5,3.66,Crypto,1.22,12.81
4218,5/20/2021,66611975,74,3,33.51,100.53,Completed,9.37,2,3,100.53,PayPal,33.51,251.325
6015,5/20/2021,40725269,38,2,26.03,52.06,Completed,8.92,5,5,52.06,Bank Transfer,26.03,260.3
3326,5/21/2021,39332577,13,2,41.29,82.58,In Process,1.49,0,0,0,Credit Card,41.29,0
7808,5/21/2021,57052424,72,2,3.55,7.1,Completed,5.93,5,4,7.1,Credit Card,3.55,31.95
5002,5/21/2021,47346734,7,2,59.68,119.36,Completed,0.01,4,5,119.36,Bank Transfer,59.68,537.12
8413,5/22/2021,56312471,40,3,89.85,269.55,Completed,5.27,3,4,269.55,PayPal,89.85,943.425
8413,5/22/2021,56312471,40,3,89.85,269.55,Completed,5.27,3,4,269.55,PayPal,89.85,943.425
8413,3/20/2022,83680963,90,1,21.51,21.51,Cancelled,4.59,0,0,0,PayPal,21.51,0
8413,3/20/2022,83680963,90,1,21.51,21.51,Cancelled,4.59,0,0,0,PayPal,21.51,0
4579,5/22/2021,45048571,99,2,36.83,73.66,Cancelled,6.94,0,0,0,Credit Card,36.83,0
4579,5/22/2021,45048571,99,2,36.83,73.66,Cancelled,6.94,0,0,0,Credit Card,36.83,0
4579,6/23/2023,93786544,38,2,26.03,52.06,Cancelled,3.2,0,0,0,Bank Transfer,26.03,0
4579,6/23/2023,93786544,38,2,26.03,52.06,Cancelled,3.2,0,0,0,Bank Transfer,26.03,0
5759,5/23/2021,55175393,5,1,11.97,11.97,Completed,4.39,2,4,11.97,Crypto,11.97,35.91
3437,5/25/2021,65342009,1,1,81.91,81.91,Completed,9.51,5,5,81.91,Credit Card,81.91,409.55
4531,5/25/2021,17109633,52,3,20.15,60.45,Completed,2.59,5,5,60.45,Crypto,20.15,302.25
4041,5/26/2021,26109717,26,3,34.43,103.29,In Process,0.3,0,0,0,Crypto,34.43,0
6229,5/26/2021,31449470,22,2,41.48,82.96,In Process,7.14,0,0,0,PayPal,41.48,0
6526,5/26/2021,99896796,83,3,1.22,3.66,Completed,3.39,5,4,3.66,Credit Card,1.22,16.47
7071,5/27/2021,41905571,49,1,99.72,99.72,Completed,6.15,3,5,99.72,Credit Card,99.72,398.88
3840,5/28/2021,51473476,70,1,63.88,63.88,Returned,4,0,0,0,Crypto,63.88,0
9952,5/28/2021,50048708,30,1,6.08,6.08,Cancelled,7.42,0,0,0,Credit Card,6.08,0
