customerid,gender,country,trafficsource,devicecategory,device,os,age
2297.0,Male,United Kingdom,Organic Search,Computer,Laptop,Windows,18.0
9967.0,Female,Japan,Organic Search,Computer,Desktop,Windows,26.0
9887.0,Male,India,Organic Search,,Desktop,Windows,22.0
8931.0,Male,Japan,Organic Search,Mobile,Smart Phone,Windows,33.0
8451.0,Male,United States,Organic Search,Computer,Laptop,Windows,43.0
8164.0,Male,,Organic Search,Mobile,Smart Phone,Android,18.0
8912.0,Male,Indonesia,Social Media,Mobile,Smart Phone,Android,31.0
2117.0,Male,Italy,Paid Advertisment,Computer,Desktop,Windows,28.0
4331.0,Female,Russia,Paid Advertisment,Computer,Desktop,Linux,36.0
2265.0,Male,United States,Social Media,Computer,Desktop,Windows,32.0
5523.0,Male,United Kingdom,Paid Advertisment,Mobile,Smart Phone,Android,
2276.0,Male,China,Organic Search,Mobile,Smart Phone,Android,26.0
7335.0,Male,India,Organic Search,Computer,Laptop,Windows,22.0
6630.0,Female,Japan,Organic Search,Computer,Laptop,Windows,40.0
7097.0,Male,Mexico,Paid Advertisment,Computer,Laptop,Linux,30.0
7616.0,Male,Taiwan,Organic Search,Computer,Desktop,Windows,49.0
1206.0,Male,Saudi Arabia,Social Media,Computer,Laptop,Linux,29.0
8031.0,Female,Vietnam,Social Media,Mobile,Tablet,Windows,22.0
1130.0,Male,Brazil,Paid Advertisment,Computer,Laptop,Windows,18.0
1936.0,Female,Switzerland,Social Media,Computer,Desktop,Linux,18.0
8200.0,Female,Taiwan,Organic Search,Computer,Laptop,Windows,18.0
3572.0,Male,Spain,Organic Search,Mobile,Smart Phone,Windows,32.0
1149.0,Female,Vietnam,Social Media,Computer,Desktop,Windows,35.0
4637.0,Male,Saudi Arabia,Social Media,Computer,Desktop,Windows,18.0
9489.0,Male,Spain,Paid Advertisment,Computer,Desktop,Linux,38.0
8373.0,Male,India,Social Media,Computer,Laptop,Windows,25.0
7681.0,Male,South Korea,Organic Search,Computer,Laptop,Linux,31.0
7283.0,Female,Mexico,Organic Search,Computer,Laptop,Windows,46.0
7707.0,Male,Indonesia,Organic Search,Computer,Desktop,Windows,38.0
2407.0,Male,Japan,Organic Search,Computer,Desktop,Windows,27.0
7451.0,Female,Turkey,Paid Advertisment,Computer,Desktop,Windows,21.0
1556.0,Male,United States,Paid Advertisment,Mobile,Smart Phone,Android,18.0
9241.0,Male,Italy,Organic Search,Computer,Laptop,Windows,22.0
7209.0,Female,Mexico,Organic Search,Computer,Desktop,Windows,
2682.0,Male,Italy,Organic Search,Mobile,Tablet,,20.0
2603.0,Male,Brazil,Organic Search,Computer,Laptop,Windows,28.0
1712.0,Male,Poland,Organic Search,Computer,Laptop,Windows,30.0
8235.0,Male,Turkey,Social Media,Mobile,Tablet,Windows,27.0
1797.0,Male,Japan,Organic Search,Mobile,Tablet,Android,23.0
6013.0,Male,United Kingdom,Organic Search,Mobile,Smart Phone,Windows,31.0
4807.0,Male,South Korea,Social Media,Computer,Desktop,Windows,34.0
6017.0,Male,Japan,Paid Advertisment,Computer,Desktop,Windows,19.0
8086.0,Female,United States,Organic Search,Mobile,Smart Phone,Windows,44.0
5852.0,Male,Canada,Paid Advertisment,Mobile,Smart Phone,Android,29.0
7643.0,Male,Taiwan,Paid Advertisment,Computer,Laptop,Windows,30.0
8131.0,Male,Thailand,Organic Search,Computer,Desktop,Linux,37.0
3797.0,Female,South Korea,Social Media,Computer,Laptop,Windows,32.0
4386.0,Female,Mexico,Social Media,Mobile,Tablet,Windows,39.0
3057.0,Male,Canada,Paid Advertisment,Computer,,Windows,32.0
2763.0,Male,Japan,Paid Advertisment,Computer,Laptop,Windows,23.0
2834.0,Male,India,Social Media,Mobile,Tablet,Windows,33.0
4482.0,Male,United States,Organic Search,Mobile,Smart Phone,Windows,18.0
1829.0,Male,Switzerland,Organic Search,Computer,Laptop,Windows,31.0
5679.0,Male,Egypt,Organic Search,Computer,Desktop,Windows,29.0
8034.0,Female,Canada,Social Media,Computer,Laptop,Windows,27.0
9814.0,Male,Taiwan,Organic Search,Computer,Desktop,Windows,28.0
8714.0,Female,United States,Organic Search,Computer,Desktop,Windows,18.0
5618.0,Male,Japan,Social Media,Computer,Laptop,Windows,24.0
2174.0,Female,Italy,,Mobile,Smart Phone,Android,
5092.0,Male,South Korea,Social Media,Mobile,Smart Phone,Android,31.0
5987.0,Male,South Korea,Paid Advertisment,Computer,Desktop,Windows,19.0
9249.0,Female,United States,Paid Advertisment,Computer,Laptop,Windows,42.0
7744.0,Male,France,Organic Search,Computer,Desktop,Mac,21.0
7732.0,Male,South Korea,,Computer,Desktop,Mac,39.0
4377.0,Male,Belgium,Organic Search,Mobile,Smart Phone,Windows,34.0
6330.0,Male,United Kingdom,Social Media,Mobile,Tablet,Windows,23.0
5153.0,Male,Germany,Organic Search,Computer,Desktop,Windows,47.0
2854.0,Male,Russia,Organic Search,Mobile,Tablet,iOS,18.0
8001.0,Male,China,Paid Advertisment,Computer,Desktop,Windows,39.0
1503.0,Female,Taiwan,Social Media,Computer,Laptop,Windows,40.0
5661.0,Male,Spain,Social Media,Computer,Desktop,Windows,23.0
4836.0,Male,Vietnam,Paid Advertisment,Mobile,Smart Phone,Android,43.0
6137.0,Female,United Kingdom,Organic Search,Mobile,Tablet,Android,27.0
7628.0,Male,United States,Paid Advertisment,Computer,Laptop,Windows,32.0
7680.0,Male,France,Social Media,Computer,Desktop,Windows,
6024.0,Female,South Korea,Paid Advertisment,Computer,Desktop,Mac,28.0
2953.0,Male,Japan,Social Media,Computer,Desktop,Windows,38.0
4501.0,Male,India,Organic Search,Computer,Desktop,Mac,37.0
1801.0,Female,Australia,Paid Advertisment,Computer,Desktop,Windows,18.0
5323.0,Female,Germany,Social Media,Computer,Desktop,Windows,43.0
9105.0,Female,South Korea,Social Media,Computer,Desktop,Windows,18.0
8604.0,Female,Switzerland,Paid Advertisment,Computer,Desktop,Windows,40.0
4022.0,Male,Turkey,Organic Search,Computer,Laptop,Windows,41.0
5747.0,Male,France,Social Media,Mobile,Smart Phone,iOS,19.0
1475.0,Male,Italy,Social Media,Computer,Desktop,Windows,25.0
1227.0,Male,United States,Social Media,Mobile,Smart Phone,Android,18.0
2510.0,Male,Australia,Social Media,Mobile,Smart Phone,iOS,27.0
1180.0,Female,Australia,Organic Search,Computer,Laptop,Windows,26.0
3065.0,Male,Italy,Organic Search,Computer,Desktop,Windows,37.0
7763.0,Male,India,Organic Search,Computer,Laptop,Windows,43.0
2877.0,Male,Canada,Organic Search,Computer,Laptop,Windows,43.0
9184.0,Male,Brazil,Organic Search,Mobile,Tablet,Android,24.0
7496.0,Female,Indonesia,Organic Search,Computer,Desktop,Windows,27.0
3165.0,Female,Italy,Organic Search,Computer,Laptop,Windows,18.0
7794.0,Male,France,Organic Search,Mobile,Tablet,Android,21.0
5703.0,Male,Argentina,Organic Search,Mobile,Smart Phone,Android,39.0
,Female,Germany,Social Media,Computer,Desktop,Windows,46.0
9582.0,Female,Japan,Organic Search,Mobile,Smart Phone,Android,18.0
6456.0,Female,United Kingdom,Organic Search,Computer,Laptop,Windows,24.0
9982.0,Male,United Kingdom,Social Media,Computer,Laptop,Linux,29.0
1816.0,Male,Belgium,Social Media,Computer,Desktop,Windows,32.0
7701.0,Male,Vietnam,Paid Advertisment,Computer,Desktop,Windows,21.0
,Female,Spain,Social Media,Computer,Desktop,Windows,34.0
2031.0,Male,Taiwan,Paid Advertisment,Mobile,Tablet,Android,25.0
4026.0,Male,United Kingdom,Paid Advertisment,Computer,Laptop,Windows,29.0
3960.0,Male,South Korea,Social Media,Computer,Laptop,Windows,35.0
5808.0,Male,Spain,Social Media,Computer,Desktop,Windows,30.0
4415.0,Male,Philippines,Organic Search,Computer,Laptop,Windows,25.0
9608.0,Male,Italy,Organic Search,Computer,,Windows,28.0
5916.0,Female,United States,Social Media,Computer,Laptop,Linux,29.0
8977.0,Male,Saudi Arabia,Social Media,Computer,Desktop,Windows,26.0
1600.0,Male,Switzerland,Organic Search,Computer,Desktop,Windows,27.0
2872.0,Male,Japan,Organic Search,Computer,Laptop,Windows,
4433.0,Male,Thailand,Paid Advertisment,Computer,Laptop,Windows,35.0
2284.0,Male,Thailand,Social Media,Computer,Laptop,Windows,27.0
5609.0,Male,United States,Social Media,Computer,Laptop,Windows,36.0
4172.0,Male,Australia,Organic Search,Computer,Desktop,Windows,26.0
4239.0,Male,Russia,Organic Search,Computer,Laptop,Windows,41.0
5496.0,Female,United States,Social Media,Mobile,Smart Phone,Android,33.0
5922.0,Male,India,Social Media,Computer,Laptop,Linux,28.0
7844.0,,Mexico,Paid Advertisment,Mobile,Smart Phone,Windows,34.0
1942.0,Female,,Organic Search,Computer,Laptop,Windows,18.0
6311.0,Male,Spain,Organic Search,Computer,Laptop,Windows,18.0
7940.0,Male,Turkey,Organic Search,Computer,Laptop,Windows,18.0
6087.0,Male,France,Paid Advertisment,Computer,Desktop,Windows,31.0
5092.0,Male,Japan,Social Media,Computer,Desktop,Windows,47.0
2649.0,Male,Mexico,Social Media,Computer,Desktop,Windows,52.0
3701.0,Male,Indonesia,Social Media,Computer,Desktop,,36.0
8234.0,Male,India,Paid Advertisment,Computer,Desktop,Windows,35.0
4399.0,Male,Italy,Organic Search,Computer,Desktop,Windows,18.0
6467.0,Female,China,Social Media,Computer,Desktop,Windows,24.0
6679.0,Male,South Korea,Organic Search,Computer,Desktop,Windows,22.0
1527.0,Male,Japan,Social Media,Computer,Laptop,,23.0
2192.0,,India,Organic Search,Mobile,Tablet,Android,28.0
3656.0,,United Kingdom,Social Media,Computer,Desktop,Windows,25.0
2138.0,Male,Poland,Paid Advertisment,Computer,Laptop,Windows,18.0
5219.0,Female,Canada,Organic Search,Computer,Laptop,Windows,37.0
,Female,United Kingdom,Paid Advertisment,,Desktop,Windows,19.0
1133.0,Female,Canada,Social Media,Mobile,Smart Phone,iOS,32.0
9947.0,Male,Mexico,Paid Advertisment,Computer,Desktop,Windows,50.0
5734.0,Female,Japan,Social Media,Mobile,Tablet,Android,20.0
3008.0,Male,India,Organic Search,Computer,Laptop,Linux,18.0
1620.0,Female,Indonesia,Organic Search,Computer,Desktop,Windows,27.0
2554.0,Female,Russia,Organic Search,Computer,Desktop,Mac,41.0
5742.0,Male,United Kingdom,Social Media,Computer,Laptop,Windows,49.0
2019.0,Male,France,Organic Search,Mobile,Smart Phone,Windows,18.0
1152.0,Female,Germany,Organic Search,Mobile,Smart Phone,Windows,34.0
7453.0,Male,Germany,Social Media,Mobile,Smart Phone,Android,25.0
7324.0,Female,Switzerland,Organic Search,Computer,Laptop,Windows,28.0
9716.0,Male,Turkey,Organic Search,Computer,Desktop,Windows,56.0
2749.0,Male,South Korea,Social Media,Computer,Desktop,Windows,18.0
6024.0,Female,India,Social Media,Computer,Desktop,Windows,32.0
1647.0,Female,,Organic Search,Computer,Desktop,Mac,34.0
1983.0,Female,,Paid Advertisment,Mobile,Tablet,Android,40.0
1941.0,Male,Canada,Social Media,Computer,Desktop,Windows,30.0
7515.0,Male,Turkey,Paid Advertisment,Mobile,Smart Phone,iOS,33.0
3413.0,Female,Iran,Paid Advertisment,Mobile,Smart Phone,Android,26.0
1801.0,Female,Taiwan,Social Media,Computer,Laptop,Windows,32.0
1927.0,Male,China,Social Media,Computer,Laptop,Linux,26.0
6059.0,Male,India,,Computer,Desktop,Windows,36.0
6474.0,Female,China,Organic Search,Computer,Laptop,Windows,26.0
8422.0,Male,South Korea,Organic Search,Computer,Desktop,Windows,33.0
6609.0,Female,Germany,Paid Advertisment,Computer,Desktop,Windows,
4052.0,Female,Indonesia,Social Media,Computer,Laptop,Windows,41.0
6366.0,Female,Germany,Organic Search,Computer,Laptop,Windows,29.0
9080.0,Male,Indonesia,Organic Search,Computer,Desktop,Windows,18.0
6361.0,Male,,Paid Advertisment,Computer,Desktop,Linux,42.0
4483.0,Female,United Kingdom,Organic Search,Computer,Desktop,Mac,20.0
2655.0,Male,Nigeria,Organic Search,Computer,Laptop,,23.0
6173.0,Male,Turkey,Organic Search,Computer,Desktop,Windows,24.0
4640.0,Female,United States,Paid Advertisment,Mobile,Smart Phone,Windows,43.0
8905.0,Male,United Kingdom,Social Media,Computer,Desktop,Windows,18.0
2150.0,Male,South Korea,Organic Search,Computer,Desktop,Windows,61.0
2715.0,Male,Italy,Organic Search,Computer,Desktop,Linux,40.0
9112.0,Female,Netherlands,Social Media,,Laptop,Linux,32.0
6295.0,Female,Switzerland,Paid Advertisment,Mobile,Smart Phone,Windows,29.0
3227.0,Male,Japan,Social Media,Computer,Desktop,Windows,32.0
4343.0,Male,Germany,Social Media,Mobile,Smart Phone,Android,35.0
8229.0,Male,Japan,Organic Search,Computer,Laptop,Windows,36.0
3712.0,Male,Germany,Organic Search,Mobile,Smart Phone,Windows,35.0
8936.0,Male,China,Organic Search,Mobile,Tablet,Windows,30.0
1293.0,Male,Egypt,Organic Search,Mobile,Smart Phone,Android,28.0
3269.0,Female,India,,Mobile,Smart Phone,Android,28.0
,Male,Brazil,Paid Advertisment,Mobile,Smart Phone,Windows,28.0
9302.0,Male,France,Social Media,Computer,Laptop,Windows,41.0
6244.0,Female,India,Organic Search,Computer,Laptop,Windows,35.0
2117.0,Male,Spain,Organic Search,Computer,Desktop,Windows,18.0
4421.0,Male,Iran,Organic Search,Computer,Desktop,Mac,36.0
9354.0,Male,Nigeria,Social Media,Computer,Desktop,Windows,31.0
1981.0,Male,Iran,Social Media,Computer,Laptop,Windows,29.0
5271.0,Male,France,Paid Advertisment,Mobile,Tablet,Android,26.0
6538.0,Male,France,Organic Search,Computer,Desktop,Windows,41.0
4323.0,Female,Brazil,Organic Search,Computer,,Windows,39.0
5984.0,Male,France,Social Media,Computer,Desktop,Windows,22.0
9952.0,Male,Taiwan,Organic Search,Mobile,,Android,34.0
2259.0,Male,Switzerland,Organic Search,Mobile,Smart Phone,Android,20.0
3921.0,Female,Iran,Paid Advertisment,Computer,Desktop,Mac,18.0
8682.0,Female,Spain,Organic Search,,Desktop,Windows,23.0
4875.0,Male,Belgium,Organic Search,Computer,Laptop,Windows,38.0
7609.0,Male,China,Organic Search,Computer,Laptop,Windows,39.0
3729.0,Male,Germany,Organic Search,Computer,Laptop,Windows,35.0
7684.0,Male,Italy,Paid Advertisment,Mobile,Tablet,Windows,37.0
9556.0,Male,Philippines,Organic Search,Mobile,Smart Phone,Windows,35.0
1573.0,Male,Germany,Organic Search,Computer,Laptop,Windows,23.0
6855.0,Female,Taiwan,Organic Search,Computer,Laptop,Linux,34.0
6524.0,Male,Spain,Organic Search,Computer,Desktop,Windows,38.0
,Female,Taiwan,Organic Search,Mobile,Smart Phone,Android,37.0
7608.0,Male,Canada,Paid Advertisment,Computer,Desktop,Windows,41.0
2630.0,Female,Mexico,Organic Search,Mobile,Tablet,Android,37.0
2187.0,Female,Australia,,Computer,Desktop,Windows,33.0
7489.0,,Japan,Organic Search,Computer,Laptop,Windows,40.0
3435.0,Male,Mexico,Social Media,Computer,Laptop,Windows,29.0
6891.0,Male,Brazil,Organic Search,Computer,Laptop,Windows,21.0
5040.0,Male,China,Social Media,Mobile,Tablet,Android,28.0
4561.0,Male,United Kingdom,,Computer,Desktop,Windows,22.0
4360.0,Male,Canada,Organic Search,Computer,Laptop,Windows,23.0
8981.0,Male,China,Organic Search,Computer,Laptop,Linux,28.0
3724.0,Female,Taiwan,Organic Search,Mobile,Smart Phone,Windows,22.0
5004.0,Male,Netherlands,Organic Search,Computer,Laptop,Windows,26.0
3244.0,Female,India,Social Media,Computer,,Windows,18.0
7156.0,Male,South Korea,Social Media,Computer,Laptop,Linux,32.0
1870.0,Male,Australia,Social Media,Computer,Laptop,Linux,30.0
5449.0,Female,Australia,Organic Search,Mobile,Smart Phone,iOS,21.0
8039.0,Female,Philippines,Social Media,Computer,Desktop,Windows,36.0
1790.0,Female,United States,Paid Advertisment,Computer,Desktop,Windows,39.0
1779.0,Male,Japan,Social Media,Computer,Desktop,Windows,18.0
8638.0,Male,Argentina,Social Media,Mobile,Tablet,Android,22.0
5222.0,Male,United Kingdom,Social Media,Computer,Desktop,Windows,22.0
8174.0,Male,China,Social Media,Computer,Laptop,Windows,20.0
8239.0,Male,Spain,Paid Advertisment,Computer,Laptop,Windows,38.0
9064.0,Male,Italy,Organic Search,Mobile,Tablet,Windows,28.0
1593.0,Female,South Korea,Social Media,Computer,Desktop,Windows,27.0
5263.0,Female,Belgium,Organic Search,Computer,Desktop,Windows,18.0
4032.0,Male,United Kingdom,Organic Search,Computer,,Windows,36.0
3586.0,Male,Switzerland,Paid Advertisment,Computer,Desktop,Windows,18.0
2077.0,Male,Australia,Organic Search,Computer,Laptop,Windows,30.0
3173.0,Male,Russia,Social Media,Computer,Laptop,Windows,32.0
4067.0,Male,South Korea,Paid Advertisment,Computer,Laptop,Windows,43.0
7590.0,Male,Saudi Arabia,Social Media,Mobile,Tablet,Windows,18.0
9718.0,Male,South Korea,Organic Search,Mobile,Smart Phone,Android,18.0
3588.0,Female,China,Social Media,Mobile,Tablet,Android,31.0
2443.0,Female,China,Organic Search,Computer,Laptop,Linux,48.0
4336.0,Female,Russia,Paid Advertisment,Mobile,Smart Phone,Android,
6147.0,Male,Spain,Organic Search,Computer,,Windows,32.0
5203.0,Male,Russia,Social Media,Computer,Desktop,Windows,25.0
9131.0,Male,United Kingdom,Organic Search,Computer,Desktop,Windows,38.0
8555.0,Female,France,Organic Search,Computer,Desktop,Windows,20.0
7736.0,Male,Spain,Paid Advertisment,Mobile,Tablet,Android,34.0
8389.0,Male,France,Organic Search,Mobile,Tablet,Windows,35.0
6889.0,Male,Spain,Social Media,Computer,Desktop,Windows,40.0
1697.0,Male,India,Social Media,Mobile,Smart Phone,Android,57.0
1585.0,Male,United States,Organic Search,Mobile,Tablet,Windows,33.0
6606.0,,South Korea,Organic Search,Mobile,Tablet,Windows,24.0
2762.0,Male,United Kingdom,Paid Advertisment,Computer,Laptop,Windows,29.0
1783.0,Male,China,Organic Search,Mobile,Smart Phone,Android,18.0
7276.0,Male,Japan,Organic Search,Computer,Desktop,Windows,23.0
2468.0,Male,Spain,Paid Advertisment,Computer,Laptop,Windows,25.0
6548.0,Male,Egypt,Paid Advertisment,Mobile,Smart Phone,Android,24.0
6295.0,Female,United Kingdom,Social Media,Computer,Desktop,Windows,31.0
7885.0,Male,Vietnam,Social Media,Computer,Desktop,Windows,21.0
9899.0,Female,Brazil,Organic Search,Mobile,Tablet,Android,41.0
1915.0,Female,Netherlands,Organic Search,Computer,Laptop,Windows,30.0
1845.0,Female,China,Social Media,Computer,Laptop,Windows,29.0
1963.0,Female,France,Organic Search,Computer,Desktop,Windows,26.0
6603.0,Male,China,Social Media,Computer,Laptop,Windows,31.0
9316.0,Male,United Kingdom,Social Media,Computer,Laptop,Windows,38.0
6259.0,Male,Egypt,Social Media,Mobile,Tablet,Android,21.0
2418.0,Female,Spain,,Computer,Desktop,Mac,23.0
2638.0,Female,China,Organic Search,Mobile,Tablet,Android,26.0
2863.0,Male,China,Organic Search,Computer,Desktop,Windows,18.0
7777.0,Male,China,Organic Search,Computer,Desktop,Windows,21.0
2003.0,Male,Turkey,Paid Advertisment,Mobile,Tablet,Windows,25.0
6789.0,Male,Taiwan,Organic Search,Mobile,Tablet,Windows,38.0
4568.0,Male,United States,Paid Advertisment,Mobile,Tablet,Android,32.0
8926.0,Female,Brazil,Organic Search,Mobile,Tablet,Android,31.0
2232.0,Female,Russia,Organic Search,Computer,Desktop,Windows,38.0
7535.0,Female,Germany,Paid Advertisment,Computer,Desktop,Windows,28.0
5957.0,Male,Germany,Organic Search,Computer,Laptop,Windows,33.0
9621.0,Male,Indonesia,Organic Search,Mobile,Tablet,Windows,28.0
1595.0,Male,Turkey,Paid Advertisment,Mobile,Tablet,Windows,32.0
8192.0,Female,China,Paid Advertisment,Computer,Laptop,Windows,24.0
5476.0,Female,Thailand,Organic Search,Computer,Desktop,Mac,18.0
6254.0,Male,Canada,Organic Search,Computer,Desktop,Windows,28.0
4857.0,Male,Saudi Arabia,Organic Search,Mobile,Smart Phone,Windows,44.0
7544.0,Male,Mexico,Paid Advertisment,,Desktop,Windows,39.0
6227.0,Female,Australia,Social Media,Computer,Desktop,Windows,39.0
6701.0,Male,Japan,Paid Advertisment,Mobile,Smart Phone,Android,42.0
8816.0,Female,Poland,Social Media,Computer,Laptop,Windows,30.0
4549.0,Female,Switzerland,Paid Advertisment,Computer,Laptop,Windows,31.0
5765.0,Male,Spain,Paid Advertisment,Mobile,Smart Phone,Android,23.0
3658.0,Male,Australia,Social Media,Computer,Laptop,Windows,26.0
7606.0,Male,United States,Paid Advertisment,Mobile,Tablet,Windows,36.0
2923.0,Male,France,Paid Advertisment,Mobile,Tablet,Windows,42.0
8145.0,Female,United States,Organic Search,Computer,Desktop,Windows,28.0
9278.0,Male,South Korea,Organic Search,Computer,Desktop,Windows,25.0
1454.0,Male,Canada,,Computer,Desktop,Windows,30.0
6390.0,Male,India,Organic Search,Computer,Desktop,Windows,36.0
7546.0,Male,China,Organic Search,Computer,Laptop,Windows,18.0
3764.0,Male,Iran,Paid Advertisment,Computer,Laptop,Windows,18.0
9445.0,Female,Mexico,Paid Advertisment,Computer,Desktop,Windows,24.0
6314.0,Male,Turkey,Organic Search,Computer,Laptop,Windows,18.0
8628.0,Male,Germany,Organic Search,Mobile,Smart Phone,Android,24.0
6524.0,Male,South Korea,Social Media,Computer,Laptop,Windows,28.0
1830.0,Male,Switzerland,Organic Search,Mobile,Smart Phone,Windows,25.0
9243.0,Female,India,Social Media,Computer,Laptop,Windows,44.0
3684.0,Male,Philippines,Paid Advertisment,Computer,Desktop,Windows,33.0
5122.0,Male,Germany,Social Media,Mobile,Smart Phone,iOS,33.0
5838.0,Female,Canada,Social Media,Computer,Laptop,Windows,36.0
9975.0,Male,Poland,Organic Search,Mobile,Smart Phone,Android,18.0
1748.0,Male,Japan,Paid Advertisment,Mobile,Tablet,Windows,40.0
5231.0,Female,Taiwan,Organic Search,Mobile,Tablet,Windows,29.0
8206.0,Male,Brazil,Paid Advertisment,Mobile,Smart Phone,Windows,36.0
3330.0,Female,Spain,Organic Search,Computer,Desktop,Windows,19.0
8169.0,Female,United Kingdom,Organic Search,Computer,Desktop,Windows,18.0
7807.0,Male,Spain,Organic Search,Mobile,Smart Phone,Android,38.0
2153.0,Female,Japan,Social Media,Computer,Laptop,Linux,33.0
2661.0,Male,Italy,Organic Search,Computer,Desktop,Windows,20.0
4631.0,Male,Switzerland,Paid Advertisment,Computer,Laptop,Windows,21.0
3571.0,,United States,,Computer,Laptop,Windows,41.0
4646.0,Female,Indonesia,Organic Search,Computer,Laptop,Linux,18.0
5901.0,Female,United Kingdom,Organic Search,Computer,Desktop,Windows,46.0
4922.0,Male,Philippines,Social Media,Computer,Laptop,Linux,20.0
4808.0,Male,United Kingdom,Paid Advertisment,Computer,Desktop,Mac,36.0
8665.0,Male,Australia,Organic Search,Computer,Laptop,Linux,26.0
2519.0,Male,Italy,Organic Search,Computer,Laptop,Windows,
,Male,Australia,Social Media,Computer,Desktop,Mac,24.0
8886.0,Male,United States,Organic Search,Computer,Laptop,Linux,28.0
4743.0,Male,Germany,Organic Search,Computer,Laptop,Windows,30.0
2715.0,Male,China,Paid Advertisment,Computer,Laptop,Windows,19.0
5881.0,Female,United States,Organic Search,Computer,Laptop,Windows,37.0
7033.0,Female,Canada,Organic Search,Computer,Desktop,Windows,24.0
2407.0,Male,India,Organic Search,Computer,Laptop,Windows,27.0
8057.0,Female,United States,Social Media,Mobile,Smart Phone,Windows,20.0
3266.0,Female,United Kingdom,Organic Search,Computer,Laptop,Windows,18.0
5433.0,,Canada,Paid Advertisment,Computer,Laptop,Windows,28.0
4676.0,Male,China,Organic Search,Computer,Desktop,Windows,54.0
5162.0,Male,Japan,Social Media,Computer,Laptop,Linux,37.0
4940.0,Male,China,Organic Search,Computer,Laptop,Windows,29.0
5396.0,Male,China,Social Media,Computer,Desktop,Windows,27.0
8845.0,Male,India,Social Media,Computer,Desktop,Windows,30.0
2221.0,Male,United States,Organic Search,Computer,Desktop,Linux,35.0
7673.0,Female,Switzerland,Social Media,Mobile,Tablet,iOS,18.0
3936.0,Male,United States,Organic Search,Computer,Laptop,Windows,41.0
7408.0,Male,United Kingdom,Social Media,,Laptop,Windows,37.0
2241.0,Male,Egypt,Organic Search,Mobile,Tablet,Windows,37.0
4796.0,Male,Brazil,Organic Search,Computer,Laptop,Windows,34.0
7939.0,Female,South Korea,Organic Search,Computer,Laptop,Windows,30.0
2021.0,Male,Russia,Organic Search,Computer,Laptop,Windows,36.0
9336.0,Male,India,Organic Search,Computer,Desktop,Windows,35.0
2876.0,Male,Argentina,Social Media,Mobile,Tablet,Windows,26.0
8429.0,Male,Indonesia,Paid Advertisment,Computer,Desktop,Mac,24.0
8127.0,Male,United States,Social Media,Computer,Laptop,Windows,31.0
5902.0,Male,China,Paid Advertisment,Mobile,Smart Phone,Windows,45.0
1958.0,Male,France,Organic Search,Computer,Laptop,Windows,18.0
9773.0,Male,South Korea,Paid Advertisment,Computer,Desktop,Windows,18.0
8902.0,Male,Mexico,Organic Search,Computer,Laptop,Windows,31.0
8985.0,Female,Saudi Arabia,Paid Advertisment,Computer,Laptop,,30.0
1577.0,Female,France,Paid Advertisment,Computer,Laptop,Windows,31.0
2970.0,Female,Netherlands,Organic Search,Mobile,Tablet,Windows,32.0
6295.0,Female,Brazil,Social Media,Mobile,Tablet,iOS,27.0
1895.0,Female,Russia,Organic Search,Computer,Desktop,Windows,44.0
2635.0,Male,United States,Organic Search,Computer,Desktop,Mac,18.0
1746.0,Male,Russia,Paid Advertisment,Computer,Laptop,Windows,21.0
5273.0,Female,South Korea,Paid Advertisment,Computer,Desktop,Windows,28.0
4178.0,Female,United States,Paid Advertisment,Mobile,Smart Phone,Android,18.0
8164.0,Male,Mexico,Organic Search,Computer,Desktop,Windows,28.0
6114.0,Female,Italy,Organic Search,Computer,Desktop,Windows,46.0
1414.0,Male,Russia,Organic Search,Computer,,Windows,30.0
5516.0,Male,Russia,Organic Search,Mobile,Tablet,Windows,32.0
8265.0,Male,Japan,Organic Search,Computer,Laptop,Windows,18.0
1380.0,Female,United Kingdom,Organic Search,Mobile,Tablet,Windows,23.0
6524.0,Male,United States,Organic Search,Computer,Laptop,Linux,26.0
2055.0,Female,Australia,Organic Search,Computer,Desktop,Mac,26.0
2405.0,Female,Saudi Arabia,Organic Search,Computer,Laptop,,42.0
6203.0,Female,Belgium,Organic Search,Computer,Desktop,Windows,35.0
5253.0,Female,Switzerland,Paid Advertisment,Mobile,Smart Phone,Android,18.0
7779.0,Male,Japan,Social Media,Computer,Desktop,Windows,32.0
7977.0,Female,,Organic Search,Mobile,Smart Phone,Android,34.0
8867.0,Female,Germany,Social Media,Mobile,Tablet,Windows,41.0
1592.0,Female,Italy,,Mobile,Smart Phone,Windows,45.0
5632.0,Male,United Kingdom,Social Media,Computer,Laptop,Linux,19.0
1507.0,Female,France,Social Media,Computer,Laptop,Windows,21.0
1307.0,Female,Japan,Organic Search,Computer,Desktop,Linux,18.0
8414.0,Male,United States,Organic Search,Mobile,Tablet,Windows,27.0
2785.0,Male,United States,Social Media,Computer,Laptop,Linux,34.0
6736.0,Male,Netherlands,Organic Search,Computer,Desktop,Windows,39.0
6796.0,Male,Russia,Social Media,Computer,Laptop,Windows,29.0
6237.0,Male,Germany,Social Media,Computer,Laptop,Linux,26.0
9288.0,Female,Canada,Paid Advertisment,Computer,Laptop,Linux,31.0
3850.0,Female,Japan,Paid Advertisment,Computer,Laptop,Windows,21.0
3148.0,Male,United States,Paid Advertisment,Mobile,Smart Phone,Windows,50.0
